,distanceRoad2017mean,distanceRoad2017max,distanceRoad2017min,id
64,5369.33102763,17811.36,0.0,64
65,9223.01787464,24181.8922827,0.0,65
66,5012.74877223,18558.5584464,0.0,66
67,2038.85723219,8905.68,0.0,67
68,8320.48224441,27308.4162544,0.0,68
69,10883.9843495,34027.179068,0.0,69
70,15569.1854046,43991.9555039,0.0,70
71,5282.04333211,12932.5742899,0.0,71
72,5211.83607749,20771.4154693,0.0,72
73,17593.869142,64294.2747468,0.0,73
74,11855.0930238,42598.520543,0.0,74
75,3084.57215717,11908.259434,0.0,75
76,4998.47736962,15382.2777383,0.0,76
77,3335.02401888,15242.5681281,0.0,77
78,4342.37494195,14789.3991015,0.0,78
79,4384.36665638,15584.94,0.0,79
80,3645.87175899,10617.3209046,0.0,80
81,4082.84712911,12802.5842177,0.0,81
82,1548.13409199,3339.63,0.0,82
83,5184.9173832,16136.0161413,0.0,83
84,4624.25858511,12491.382411,0.0,84
85,7674.38090754,15265.852095,0.0,85
86,11107.5255539,31202.7111985,0.0,86
87,14541.6373593,31676.6753228,0.0,87
88,10531.7594408,24829.1884868,0.0,88
89,15223.1900045,60668.4370853,0.0,89
90,4378.20347013,16818.191654,0.0,90
91,5992.63574379,18058.0176054,0.0,91
92,5291.11897422,18384.3920754,0.0,92
93,13720.1517864,20121.0259348,4128.99541165,93
94,4348.75808159,16963.8657568,0.0,94
95,3737.63093344,12413.6445602,0.0,95
96,8581.46751029,33765.5093257,0.0,96
97,16931.1762403,35996.0148026,0.0,97
98,8973.81216036,32223.498357,0.0,98
99,10270.9186703,20744.0072418,0.0,99
100,4318.52632296,16753.1378684,0.0,100
101,6198.78832283,19617.5277542,0.0,101
102,16955.5019111,38878.7295768,0.0,102
103,6611.71238795,30353.0101945,0.0,103
104,3523.49771864,15183.3074291,0.0,104
105,7631.80353085,17811.36,0.0,105
106,9981.7881089,20198.1210158,0.0,106
107,9131.94226506,14342.5470695,3497.60727082,107
108,4349.95333805,10856.638744,0.0,108
109,4283.89113589,12411.4226087,0.0,109
110,1989.94440787,6707.61331361,0.0,110
111,637.240256661,3077.78761434,0.0,111
112,5563.66956366,16698.15,0.0,112
113,4230.22059652,14341.3909289,0.0,113
114,2930.38169733,10227.8310657,0.0,114
115,8366.50961763,21354.7014716,0.0,115
116,2398.21474704,8665.17095426,0.0,116
117,1980.58230797,8431.9916773,0.0,117
118,3559.75219489,9261.0125393,0.0,118
119,4022.7229653,12453.3804479,0.0,119
120,3290.04959919,9570.15503797,0.0,120
121,2411.22754801,5745.7183445,0.0,121
122,9120.67162552,13328.1564245,4572.30519558,122
123,4562.92425007,6679.26,1536.12956514,123
124,1011.0473898,4572.35962018,0.0,124
125,3679.4943303,8905.68,0.0,125
126,5106.11585619,21238.6299048,0.0,126
127,5167.72648537,24553.3741753,0.0,127
128,6240.76641351,10935.6841901,0.0,128
129,3440.36369819,9851.53288459,0.0,129
130,4201.41810923,8532.26718795,0.0,130
131,4304.83783219,8137.72211978,0.0,131
132,2600.82333499,8840.38019449,0.0,132
133,6304.19188652,15266.2526469,0.0,133
134,7204.13442562,16254.1168354,0.0,134
135,3012.70997552,10530.5652902,0.0,135
136,6385.85317932,17811.36,0.0,136
137,6674.29410465,12545.3378144,0.0,137
138,4870.54361171,12746.9969675,0.0,138
139,4637.39496711,14014.0755658,0.0,139
140,3519.81018866,11582.5821126,0.0,140
141,875.343638871,3339.63,0.0,141
142,3632.18915529,12500.2862409,0.0,142
143,2702.3928413,8958.86070018,0.0,143
144,6430.07560027,13511.8737616,0.0,144
145,3658.76222241,13132.5578514,0.0,145
146,5257.87747668,22289.8723279,0.0,146
147,8993.50681551,25323.7610865,0.0,147
148,8666.10434161,38888.7929639,0.0,148
149,2385.38714842,8464.75520188,0.0,149
150,4048.47952749,11170.2730429,0.0,150
151,2629.45354277,7780.14704647,0.0,151
152,3296.1534422,11170.2730429,0.0,152
153,3904.34424149,12822.8642116,0.0,153
154,9397.9542754,20320.2067379,0.0,154
155,854.965510456,3083.37269763,0.0,155
156,3391.64690927,10231.8667091,0.0,156
157,2943.97717661,10366.656153,0.0,157
158,3165.67500793,10875.1866763,0.0,158
159,2085.03726113,5476.92317614,0.0,159
160,4965.43473709,17386.8379108,0.0,160
161,3770.06753172,12277.839211,0.0,161
162,3503.62811318,16447.2847987,0.0,162
163,2696.71608278,8521.51466734,0.0,163
164,3624.51994196,12245.31,0.0,164
165,2296.72511806,8070.08340482,0.0,165
166,11988.7838979,13007.3681493,9865.3279124,166
167,7651.77769488,24519.2167852,0.0,167
168,3632.75955917,7234.32094036,0.0,168
169,5385.60255181,18279.4908886,0.0,169
170,9456.64792054,24108.8040736,0.0,170
171,1559.53264527,4631.63275399,0.0,171
172,5265.16384197,11578.6622969,0.0,172
173,3868.43803242,10062.2159243,0.0,173
174,6501.83345089,20686.0862274,0.0,174
175,1760.18315994,7239.63875727,0.0,175
176,8129.68156187,24276.3581427,0.0,176
177,2478.80501798,9256.58325738,0.0,177
178,16479.6038399,37941.7944407,0.0,178
179,3153.70482074,10860.9284589,0.0,179
180,4962.22252407,18509.175215,0.0,180
181,6656.64260539,20429.047222,0.0,181
182,4547.15238722,14494.9990372,0.0,182
183,3618.55694377,13386.5187052,0.0,183
184,3265.42346558,11168.5929827,0.0,184
185,8258.23678305,27753.5869907,0.0,185
186,4268.91618549,15707.3443454,0.0,186
187,5690.61557989,13787.6843076,0.0,187
188,4929.89027804,13787.6843076,0.0,188
189,7745.53824271,22707.5551544,0.0,189
190,11078.9018403,23725.0758385,0.0,190
191,6102.54022369,17655.5105601,0.0,191
192,2381.5438423,10724.1077653,0.0,192
193,4097.14678784,13358.52,0.0,193
194,7035.38410127,23725.0758385,0.0,194
195,3710.30938514,12234.6345092,0.0,195
196,8582.12873864,14471.73,1541.74253378,196
197,4815.08670723,17242.782275,0.0,197
198,7323.80784594,14334.700774,0.0,198
199,5433.07014742,12593.1201488,0.0,199
200,5702.18783145,19904.5616735,0.0,200
201,5121.05936465,15293.5827201,0.0,201
202,6557.60852378,19363.8030447,0.0,202
203,4426.86717604,12808.3122955,0.0,203
204,3766.37943844,13762.6762092,0.0,204
205,4357.38069456,14471.73,0.0,205
206,5095.91617933,13508.066353,0.0,206
207,3751.62311559,10744.8627333,0.0,207
208,4676.68782524,15423.9529979,0.0,208
209,15351.1260986,40341.3132063,0.0,209
210,8102.86773738,43959.0428982,0.0,210
211,22773.0881003,44599.0866648,0.0,211
212,4711.39750957,21035.5331152,0.0,212
213,11546.5656275,43118.1889277,0.0,213
214,11829.2875191,44012.3905938,0.0,214
215,10948.2323196,39644.2591516,0.0,215
216,13155.2545452,25603.83,0.0,216
217,21486.0564481,47589.5654262,0.0,217
218,16882.1097401,54547.29,0.0,218
219,8521.40057192,37391.8078426,0.0,219
220,3615.68876385,12239.8902065,0.0,220
221,3634.59633365,17241.3465457,0.0,221
222,5002.12139563,19400.436569,0.0,222
223,3296.31664038,13869.5926466,0.0,223
224,7888.30643736,24252.7840228,0.0,224
225,5251.38635583,20882.0348875,0.0,225
226,16929.463031,59312.6384655,0.0,226
227,7742.50464821,25022.5756334,0.0,227
228,16705.2066631,39399.53098,0.0,228
229,8954.01541165,27347.4764652,0.0,229
230,2018.2778164,8188.98257471,0.0,230
231,9175.01584409,13358.52,1067.39086234,231
232,5397.75322593,14796.7704042,0.0,232
233,4400.44040593,15582.4530437,0.0,233
234,5537.18218294,31259.4446954,0.0,234
235,4316.23794636,18924.57,0.0,235
236,4972.6461252,18790.7509494,0.0,236
237,2411.90239215,10840.8698156,0.0,237
238,4057.27523506,15061.2249878,0.0,238
239,2600.80327969,7005.31009155,0.0,239
240,2968.09968407,7582.53184899,0.0,240
241,12611.5640287,42301.98,0.0,241
242,8416.55102594,18630.2633533,0.0,242
243,8472.10315633,29869.5242439,0.0,243
244,9189.78789304,23431.6400674,0.0,244
245,7280.89057858,21772.5875076,0.0,245
246,9926.55391059,27394.2668866,0.0,246
247,11989.983075,42711.8532014,0.0,247
248,9554.57036156,36545.7325101,0.0,248
249,4209.30457294,15584.94,0.0,249
250,8742.76012971,19018.1698854,0.0,250
251,29394.1516163,57850.3241413,0.0,251
252,12673.8939417,41155.5574596,0.0,252
253,8281.26875103,25812.8143223,0.0,253
254,3925.12188698,17216.096584,0.0,254
255,9385.58694416,22262.6708248,0.0,255
256,12750.8565264,28784.6119368,0.0,256
257,4235.59524089,11073.9458974,0.0,257
258,2309.70969694,6754.66300316,0.0,258
259,7935.94181027,28784.6119368,0.0,259
260,4545.56829716,17848.4450901,0.0,260
261,25479.4866204,57052.9463045,0.0,261
262,21336.2217266,44528.4,0.0,262
263,6958.05136297,20146.048226,0.0,263
264,8780.71991339,23208.3972157,0.0,264
265,8276.78219977,28592.8681357,0.0,265
266,13466.9445164,51207.66,0.0,266
267,26586.7824525,52475.3603124,0.0,267
268,8871.75493362,29776.9853607,0.0,268
269,7197.47481655,24507.1648261,0.0,269
270,2355.49422457,7685.27828213,0.0,270
271,16874.5839163,50386.442904,0.0,271
272,12475.1566521,49857.2119737,0.0,272
273,3944.27930135,11323.8410838,0.0,273
274,3634.51656615,11646.2414642,0.0,274
275,3319.59175362,14596.8299398,0.0,275
276,2812.90926957,11662.68178,0.0,276
277,3436.32024688,13719.2112699,0.0,277
278,12346.5240663,38303.0127237,0.0,278
279,13428.2208078,32404.2223264,0.0,279
280,7802.89823979,16981.440255,0.0,280
281,4097.37685021,15062.8364439,0.0,281
282,4259.22511914,14354.8039933,0.0,282
283,6317.43727812,21786.4682295,0.0,283
284,8584.15228751,16818.191654,0.0,284
285,24404.1421387,66792.6,0.0,285
286,9481.40650897,37648.4195553,0.0,286
287,5979.1897192,21722.9874361,0.0,287
288,9920.16216145,44788.8205378,0.0,288
289,13285.2569366,59143.9544958,0.0,289
290,11466.3104436,45370.9803735,0.0,290
291,13654.2812316,45097.2684246,0.0,291
292,7809.15487033,23377.41,0.0,292
293,13967.3408426,69402.2594767,0.0,293
294,8888.34531291,29694.2526711,0.0,294
295,9858.10938691,37212.3281311,0.0,295
296,4584.94263356,39239.819546,0.0,296
297,7433.37454666,22539.6771278,0.0,297
298,15141.8531416,33500.622327,0.0,298
299,15537.9992269,38043.8312192,0.0,299
300,9250.140283,22218.932072,0.0,300
301,3285.32433024,10617.3209046,0.0,301
302,10804.3043693,16889.8147928,2117.85405132,302
303,4048.15106061,10743.4686353,0.0,303
304,15264.4488308,48063.4632208,0.0,304
305,5231.09732883,12353.1862374,0.0,305
306,8016.75839444,31792.0004053,0.0,306
307,2519.86508923,7792.47,0.0,307
308,5350.419941,18558.5584464,0.0,308
309,2481.91448919,9204.84045473,0.0,309
310,4876.71339844,15246.5722482,0.0,310
311,12277.101673,20900.9899805,0.0,311
312,3692.84528821,11132.1,0.0,312
313,3977.17851466,12283.4385734,0.0,313
314,4219.14750455,17646.544074,0.0,314
315,5469.44129098,22264.2,0.0,315
316,5721.24922978,20959.286248,0.0,316
317,6245.36661474,19986.57522,0.0,317
318,16871.8848525,44592.4967971,0.0,318
319,14008.7833707,42358.8720959,0.0,319
320,13826.099134,38423.9349215,0.0,320
321,4721.93490445,16623.5728263,0.0,321
322,3874.11573956,15200.8192948,0.0,322
323,2969.08943714,14808.0378511,0.0,323
324,2872.52302491,7404.94072204,0.0,324
325,4133.53280472,13823.3398711,0.0,325
326,2300.92485707,9869.39994129,0.0,326
327,1024.94644384,7792.47,0.0,327
328,8108.56510132,23200.4578246,0.0,328
329,4703.58475258,15770.6072466,0.0,329
330,5420.24528852,18069.2548547,0.0,330
331,7571.09313258,19723.7264773,0.0,331
332,8339.80581116,21231.8289233,0.0,332
333,4281.19313876,15584.94,0.0,333
334,6891.4613737,20454.7771371,0.0,334
335,6480.29416368,22622.9890969,0.0,335
336,6274.74160358,17483.5573034,0.0,336
337,4072.70320099,12404.4115778,0.0,337
338,8321.22811429,30436.1717265,0.0,338
